"Test","Firefox Failures","Chrome Failures","Safari Failures","Bugs"
"/css/css-grid/alignment/replaced-alignment-with-aspect-ratio-008.html",1,0,0,""
"/css/css-grid/alignment/grid-column-axis-self-baseline-synthesized-003.html",3,0,0,""
"/css/css-grid/layout-algorithm/grid-container-percentage-002.html",15,0,0,1634319
"/css/css-grid/grid-definition/grid-auto-fill-columns-001.html",2,0,0,""
"/css/css-grid/grid-items/aspect-ratio-002.html",1,0,0,""
"/css/css-grid/alignment/grid-alignment-implies-size-change-029.html",1,0,0,""
"/css/css-grid/alignment/grid-align-baseline-vertical.html",1,0,0,1634309
"/css/css-grid/alignment/grid-row-axis-self-baseline-synthesized-002.html",4,0,1,1712519
"/css/css-grid/alignment/grid-row-axis-self-baseline-synthesized-001.html",4,0,1,1712519
"/css/css-grid/grid-items/grid-item-inline-contribution-002.html",1,0,0,1718365
"/css/css-grid/layout-algorithm/grid-intrinsic-track-sizes-001.html",13,0,0,1663035
"/css/css-grid/alignment/grid-align-baseline-grid-001.html",2,0,1,""
"/css/css-grid/grid-definition/grid-auto-fill-rows-001.html",2,0,0,""
"/css/css-grid/grid-definition/grid-auto-fit-rows-001.html",2,0,0,""
"/css/css-grid/alignment/grid-baseline-align-cycles-001.html",1,0,1,1712862
"/css/css-grid/alignment/self-baseline/grid-self-baseline-vertical-lr-007.html",1,0,1,1634325
"/css/css-grid/layout-algorithm/grid-percent-rows-spanned-shrinkwrap-001.html",1,0,0,""
"/css/css-grid/grid-definition/grid-auto-repeat-aspect-ratio-002.html",1,0,0,""
"/css/css-grid/layout-algorithm/grid-minimum-contribution-baseline-shim-vertical-rl.html",2,0,2,""
"/css/css-grid/grid-definition/grid-template-columns-rows-resolved-values-001.html",15,0,0,"1639412 1656584"
"/css/css-grid/alignment/grid-row-axis-self-baseline-synthesized-005.html",2,0,0,1642695
"/css/css-grid/alignment/grid-align-baseline-multicol-003.html",2,0,2,""
"/css/css-grid/grid-model/grid-first-line-003.html",1,0,0,""
"/css/css-grid/alignment/grid-item-no-aspect-ratio-stretch-6.html",1,0,1,1719002
"/css/css-grid/grid-model/grid-inline-first-line-003.html",1,0,0,""
"/css/css-grid/alignment/grid-item-aspect-ratio-stretch-3.html",1,0,1,1719002
"/css/css-grid/grid-model/grid-container-ignores-first-line-001.html",4,0,0,""
"/css/css-grid/alignment/grid-container-baseline-001.html",11,0,4,1623963
"/css/css-grid/alignment/grid-column-axis-self-baseline-synthesized-004.html",3,0,0,""
"/css/css-grid/alignment/grid-align-baseline-table-001.html",2,0,1,""
"/css/css-grid/layout-algorithm/flex-tracks-with-fractional-size.html",1,0,0,1737353
"/css/css-grid/alignment/grid-item-aspect-ratio-stretch-1.html",1,0,0,1719002
"/css/css-grid/alignment/replaced-alignment-with-aspect-ratio-006.html",1,0,0,""
"/css/css-grid/grid-items/replaced-element-011.html",1,0,0,""
"/css/css-grid/alignment/self-baseline/grid-self-baseline-changes-grid-area-size-006.html",1,0,0,""
"/css/css-grid/alignment/grid-content-alignment-second-pass-002.html",8,0,0,""
"/css/css-grid/alignment/grid-self-baseline-not-applied-if-sizing-cyclic-dependency-003.html",6,0,3,1712251
"/css/css-grid/parsing/grid-shorthand-serialization.html",0,1,0,""
"/css/css-grid/grid-items/grid-size-with-orthogonal-child-dynamic.html",1,0,1,""
"/css/css-grid/alignment/grid-baseline-004.html",7,0,1,1650906
"/css/css-grid/alignment/grid-self-baseline-not-applied-if-sizing-cyclic-dependency-002.html",24,0,22,1712251
"/css/css-grid/grid-definition/grid-auto-repeat-max-size-002.html",2,0,0,""
"/css/css-grid/alignment/grid-alignment-implies-size-change-012.html",1,0,0,""
"/css/css-grid/alignment/grid-alignment-implies-size-change-035.html",1,0,0,""
"/css/css-grid/alignment/self-baseline/grid-self-baseline-002.html",1,0,1,1634325
"/css/css-grid/grid-definition/grid-auto-repeat-minmax.html",1,0,0,""
"/css/css-grid/grid-model/grid-container-ignores-first-letter-001.html",4,0,0,""
"/css/css-grid/alignment/grid-align-baseline-fieldset-001.html",3,0,3,""
"/css/css-grid/parsing/grid-template-areas-computed.html",3,0,0,""
"/css/css-grid/layout-algorithm/grid-minimum-contribution-baseline-shim.html",2,0,0,""
"/css/css-grid/grid-items/grid-item-inline-contribution-001.html",1,0,0,1714951
"/css/css-grid/alignment/grid-justify-baseline-004.html",1,0,1,""
"/css/css-grid/grid-definition/grid-auto-fit-columns-001.html",2,0,0,""
"/css/css-grid/grid-items/aspect-ratio-004.html",1,0,0,""
"/css/css-grid/layout-algorithm/grid-flex-track-intrinsic-sizes-001.html",13,0,0,""
"/css/css-grid/alignment/grid-row-axis-self-baseline-synthesized-003.html",4,0,1,1712519
"/css/css-grid/alignment/grid-alignment-style-changes-003.html",3,0,2,1500630
"/css/css-grid/animation/grid-template-rows-composition.html",63,0,0,""
"/css/css-grid/grid-definition/grid-auto-repeat-aspect-ratio-001.html",1,0,0,""
"/css/css-grid/grid-items/grid-item-inline-contribution-003.html",1,0,1,1718365
"/css/css-grid/alignment/grid-align-baseline-003.html",1,0,0,""
"/css/css-grid/alignment/self-baseline/grid-self-baseline-vertical-rl-002.html",1,0,1,1634325
"/css/css-grid/alignment/grid-item-aspect-ratio-stretch-2.html",1,0,0,1719002
