"Test","Firefox Failures","Chrome Failures","Safari Failures","Bugs"
"/url/url-origin.any.worker.html",6,5,0,"1815926 1834703"
"/url/a-element-origin-xhtml.xhtml",6,5,0,"1553105 1723456 1815914 1815925 1815926 1834703"
"/url/url-setters-stripping.any.html",108,90,0,1878724
"/url/url-constructor.any.html?exclude=(file|javascript|mailto)",122,121,0,"1815926 1873915 1873940 1873944 1873973"
"/url/a-element-xhtml.xhtml?exclude=(file|javascript|mailto)",122,121,0,"1815926 1834703 1873915 1873940 1873944 1873973"
"/url/url-setters.any.html?exclude=(file|javascript|mailto)",58,57,3,"1873906 1873944 1873955 1874117 1874119"
"/url/a-element.html?exclude=(file|javascript|mailto)",122,121,0,"1815926 1873915 1873940 1873944 1873973"
"/url/failure.html",210,155,0,"1722328 1880700"
"/url/url-setters-a-area.window.html?exclude=(file|javascript|mailto)",120,114,6,"1873906 1873944 1873955 1874117 1874118 1874119"
"/url/url-setters-stripping.any.worker.html",108,90,0,1878724
"/url/a-element-origin.html",6,5,0,"1815926 1834703"
"/url/url-setters.any.worker.html?exclude=(file|javascript|mailto)",58,57,3,"1873906 1873944 1873955 1874117 1874119"
"/url/url-constructor.any.worker.html?exclude=(file|javascript|mailto)",122,121,0,"1815926 1873915 1873940 1873944 1873973"
"/url/url-origin.any.html",6,5,0,"1553105 1723456 1815914 1815925 1815926 1834703"
