"Test","Firefox Failures","Chrome Failures","Safari Failures","Bugs"
"/fetch/range/general.any.serviceworker.html",1,1,1,1983947
"/fetch/range/sw.https.window.html",7,1,2,"1743491 2011366"
"/fetch/api/basic/request-upload.any.serviceworker.html",6,0,6,1854702
"/fetch/api/basic/request-upload.any.sharedworker.html",6,0,6,1854702
"/fetch/api/basic/request-upload.h2.any.sharedworker.html",12,0,12,1854702
"/fetch/range/sw-416.https.window.html",2,0,0,2011366
"/fetch/api/basic/request-upload.any.html",6,0,6,1854702
"/fetch/api/basic/request-upload.h2.any.serviceworker.html",12,0,12,1854702
"/fetch/api/basic/request-upload.h2.any.html",1,0,12,1854702
"/fetch/api/basic/request-upload.h2.any.worker.html",12,0,12,1854702
"/fetch/api/basic/request-upload.any.worker.html",6,0,6,1854702
