"Test","Firefox Failures","Chrome Failures","Safari Failures","Bugs"
"/css/css-values/attr-universal-selector.html",1,0,1,""
"/css/css-values/attr-revert-rule.tentative.html",1,0,1,""
"/css/css-values/attr-container-style-query.html",1,0,1,""
"/css/css-values/attr-null-namespace.xhtml",4,0,4,1939914
"/css/css-values/attr-length-invalid-cast.html",1,0,1,""
"/css/css-values/attr-length-specified.html",3,0,3,""
"/css/css-values/attr-in-slotted.html",1,0,1,""
"/css/css-values/attr-length-valid-zero.html",1,0,1,""
"/css/css-values/attr-color-valid.html",1,0,1,""
"/css/css-values/attr-pseudo-elem-invalidation.html",6,0,6,""
"/css/css-values/attr-all-types.html",95,4,90,"1918642 1934230 1940460 1941581 1986287 1991205"
"/css/css-values/attr-in-max.html",1,0,1,""
"/css/css-values/attr-notype-fallback.html",1,0,1,""
"/css/css-values/attr-invalidation.html",1,0,1,""
"/css/css-values/attr-length-valid-zero-nofallback.html",1,0,1,""
"/css/css-values/attr-color-invalid-cast.html",1,0,1,""
"/css/css-values/attr-cycle.html",26,0,26,"1941581 1966882 1985371"
"/css/css-values/attr-length-valid.html",1,0,1,""
"/css/css-values/attr-security.html",21,4,21,"1947226 1968363"
