"Test","Firefox Failures","Chrome Failures","Safari Failures","Bugs"
"/urlpattern/urlpattern-hasregexpgroups.any.serviceworker.html",1,0,0,1731418
"/urlpattern/urlpattern.https.any.html",353,12,0,1731418
"/urlpattern/urlpattern-hasregexpgroups.any.worker.html",1,0,0,1731418
"/urlpattern/urlpattern.https.any.sharedworker.html",353,12,0,1731418
"/urlpattern/urlpattern.any.worker.html",353,12,0,1731418
"/urlpattern/urlpattern.https.any.worker.html",353,12,0,1731418
"/urlpattern/urlpattern-hasregexpgroups.any.sharedworker.html",1,0,0,1731418
"/urlpattern/urlpattern.https.any.serviceworker.html",353,12,0,1731418
"/urlpattern/urlpattern.any.sharedworker.html",353,12,0,1731418
"/urlpattern/urlpattern-hasregexpgroups.any.html",1,0,0,1731418
"/urlpattern/urlpattern.any.serviceworker.html",353,12,0,1731418
"/urlpattern/urlpattern.any.html",353,12,0,1731418
